ECEBCB00-D9C8-11E4-AF3D-8CDCD426C973,HttpBootDxe
93B80004-9FB3-11D4-9A3A-0090273FC14D,PciBusDxe
9E863906-A40F-4875-977F-5B93FF237FC6,TerminalDxe
42857F0A-13F2-4B21-8A23-53D3F714B840,CapsuleRuntimeDxe
1B45CC0A-156A-428A-AF62-49864DA0E6E6,PEI apriori file
0170F60C-1D40-4651-956D-F0BD9879D527,Virtio10
58E26F0D-CBAC-4BBA-B70F-18221415665A,VirtioRngDxe
BDFE430E-8F2A-4DB0-9991-6F856594777E,EhciDxe
2366C20F-E15A-11E3-8BF1-E4115B28BC50,HttpDxe
52C05B14-0B98-496C-BC3B-04B50211D680,PeiCore
84EEA114-C6BE-4445-8F90-51D97863E363,CpuHotplugSmm
23CACE14-EBA4-49F6-9681-C697FF0B649E,VirtioSerialDxe
94734718-0BBC-47FB-96A5-EE7A5AE6A2AD,Dhcp4Dxe
F062221E-C607-44C2-B0B4-C3886331D351,TdTcg2Dxe
A5683620-7998-4BB2-A377-1C1E31E1E215,TcgDxe
462CAA21-7614-4503-836E-8AB6F4662331,UiApp
0A66E322-3740-4CCE-AD62-BD172CECCA35,ScsiDisk
86D70125-BAA3-4296-A62F-602BEBBB9081,DxeIpl
CCCB0C28-4B24-11D5-9A5A-0090273FC14D,GraphicsConsoleDxe
9622E42C-8E38-4A08-9E8F-54F784652F6B,AcpiTableDxe
1BA0062E-C779-4582-8566-336AE8F78F09,Volume Top File
C4D1F932-821F-4744-BF06-6D30F7730F8D,Ps2KeyboardDxe
33FB3535-F15E-4C17-B303-5EB94595ECB6,SmmLockBox
9D225237-FA01-464C-A949-BAABC02D31D0,StatusCodeHandlerPei
2EC9DA37-EE35-4DE9-86C5-6D9A81DC38A7,AmdSevDxe
83DD3B39-7CAF-4FAC-A542-E050B767E3A7,VirtioPciDeviceDxe
FDFF263D-5F68-4591-87BA-B768F445A9AF,Tcg2Dxe
AC95AD3D-4366-44BF-9A62-E4B29D7A2206,SmmAccess2Dxe
B219E140-DFFC-11E3-B956-0022681E6906,DnsDxe
A3610442-E69F-4DF3-82CA-2360C4031A23,ReportStatusCodeRouterPei
F9D88642-0737-49BC-81B5-6889CD57D9EA,SmbiosDxe
E2775B47-D453-4EE3-ADA7-391A1B05AC17,PciSioSerialDxe
E3752948-B9A1-4770-90C4-DF41C38986BE,QemuVideoDxe
470CB248-E8AC-473C-BB4F-81069A1FE6FD,SmmFaultTolerantWriteDxe
6D33944A-EC75-4855-A54D-809C75241F6C,BdsDxe
A92CDB4B-82F1-4E0B-A516-8A655D371524,VirtioNetDxe
E750224E-7BCE-40AF-B5BB-47E3611EB5C2,TdxDxe
7CA1024F-EB17-11E5-9DBA-28D2447C4829,TlsAuthConfigDxe
22EA234F-E72A-11E4-91F9-28D2447C4829,HttpUtilitiesDxe
F0E6A44F-7195-41C3-AC64-54F202CD0A21,SecureBootConfigDxe
9B3ADA4F-AE56-4C24-8DEA-F03B7558AE50,PcdPeim
47727552-A54B-4A84-8CC1-BFF23E239636,Tcg2PlatformPei
80CF7257-87AB-47F9-A3FE-D50B76D89541,PcdDxe
3B2A4E58-6F7C-4D91-A8B5-C2E0F3D71A9E,FirmwareSecvarUpdater
19DF145A-B1D4-453F-8507-38816676D7F6,AtaBusDxe
8657015B-EA43-440D-949A-AF3BE365C0FC,IoMmuDxe
4110465D-5FF3-4F4B-B580-24ED0D06747A,SmbiosPlatformDxe
348C4D62-BFBD-4882-9ECE-C80BB1C4783B,HiiDatabase
E4F61863-FE2C-4B56-A8F4-08519BC439DF,VlanConfigDxe
AAC33064-9ED0-4B89-A5AD-3EA767960B22,FaultTolerantWritePei
378D7B65-8DA9-4773-B6E4-A47826A833E1,PcRtc
1A7E4468-2F55-4A56-903C-01265EB7622B,TcpDxe
222C386D-5ABC-4FB4-B124-FBB82488ACF4,PlatformPei
17985E6F-E778-4D94-AEFA-C5DD2B77E186,QemuFwCfgAcpiPlatform
128FB770-5E79-4176-9E51-9BB268A17DD1,PciHostBridgeDxe
AD608272-D07F-4964-801E-7BD3B7888652,MonotonicCounterRuntimeDxe
C8339973-A563-4561-B858-D8476F9DEFC4,Metronome
A210F973-229D-4F4D-AA37-9895E6C9EABA,DpcDxe
B8E62775-BB0A-43F0-A843-5BE8B14F8CCD,BootGraphicsResourceTableDxe
A0C98B77-CBA5-4BB8-993B-4AF6CE33ECE4,Tcg2Pei
